term,estimate,std.error,statistic,p.value,ID,Model
Time,0.10215940271198862,0.0019100102841634466,53.48631028797458,2.179228734367907e-20,257,Quadratic
I(Time^2),-1.5590479059580904e-4,5.803211676018791e-6,-26.865260014565806,2.298673037956632e-15,257,Quadratic
(Intercept),3.24658561232192,0.142213550928649,22.828946968287063,1.2332529700265645e-13,257,Cubic
Time,0.09490972502763358,0.0042612091890409124,22.27295605945018,1.8090176546096224e-13,257,Cubic
I(Time^2),-1.0088594468580363e-4,2.9867342557665665e-5,-3.377801171665021,0.0038356677033911683,257,Cubic
I(Time^3),-1.0856034534303156e-7,5.795522371928424e-8,-1.8731761932084265,0.07943068887807803,257,Cubic
(Intercept),3.3888432460367914,0.4053631695638961,8.360017634761016,4.2878361134785345e-6,258,Quadratic
Time,0.27243349397818317,0.015264911557916545,17.847040445962904,1.8069449108161189e-9,258,Quadratic
I(Time^2),-0.0010695196507330752,1.145289911566021e-4,-9.338418508119567,1.4586492448595693e-6,258,Quadratic
(Intercept),3.617202972695646,0.49405299271962605,7.321487828226557,2.5367065526925347e-5,258,Cubic
Time,0.24648934309743017,0.034766632632627616,7.089825054443326,3.335687866735085e-5,258,Cubic
I(Time^2),-5.463042530167155e-4,6.384434950591247e-4,-0.8556814459612022,0.4122071066750693,258,Cubic
I(Time^3),-2.708801428229559e-6,3.250200384262844e-6,-0.8334259762399,0.4240638281524748,258,Cubic
(Intercept),3.1654204602539253,0.28103708357608137,11.263355070353176,2.100006280673579e-8,259,Quadratic
Time,0.43177774107260924,0.014204823939315728,30.39655703704616,3.480316449567692e-14,259,Quadratic
I(Time^2),-0.0026202720007542403,1.490346024946143e-4,-17.581635116240403,6.122528710104769e-11,259,Quadratic
(Intercept),2.8940404399141535,0.36966770625093404,7.828761860928286,2.8316160546978685e-6,259,Cubic
Time,0.4682798174799689,0.035587521052254316,13.158539949786848,6.866877146663316e-9,259,Cubic
I(Time^2),-0.0035650656027546414,8.587541222945579e-4,-4.15143928884897,0.0011381579452209125,259,Cubic
I(Time^3),6.471164991063681e-6,5.794162688286026e-6,1.1168421287421462,0.2842789935571487,259,Cubic
(Intercept),2.2766330020936594,0.372982734117176,6.103856274962138,5.3049068256979604e-5,260,Quadratic
Time,0.8068630263327393,0.03016661178794723,26.746889309428955,4.5800150877882245e-12,260,Quadratic
I(Time^2),-0.008388625528483368,4.972777899339501e-4,-16.869093489169444,1.007715362799137e-9,260,Quadratic
(Intercept),2.489208078253011,0.5306364269524413,4.6909860533869985,6.597036467100662e-4,260,Cubic
Time,0.7635231060242472,0.0809100482182158,9.43669077992652,1.3154363358120165e-6,260,Cubic
I(Time^2),-0.006562490216904394,0.00318965902945869,-2.057426877385731,0.06414935632741642,260,Cubic
I(Time^3),-2.0415998846602922e-5,3.519832017216421e-5,-0.580027647533829,0.573584823839807,260,Cubic
(Intercept),3.2658262957788295,0.3599160233787646,9.073856354380682,3.844644801475783e-6,261,Quadratic
Time,1.344433872271708,0.05611433544871182,23.95883086774703,3.6480683543018667e-10,261,Quadratic
I(Time^2),-0.024747336429885716,0.0017999210426473595,-13.749123346814615,8.048453614502024e-8,261,Quadratic
(Intercept),3.7852588135733938,0.3662739255317086,10.33450253953636,2.719202000505722e-6,261,Cubic
Time,1.0960703686042748,0.11304231997789788,9.696106456578203,4.623447169674433e-6,261,Cubic
I(Time^2),-0.0042116087068570455,0.008660233054397835,-0.48631586244879504,0.6383655722424046,261,Cubic
I(Time^3),-4.372978875115233e-4,1.8170262272816475e-4,-2.4066679993152356,0.039464051874005555,261,Cubic
(Intercept),3.2775021605540293,0.5024653375163792,6.522842305410152,6.194953746411368e-4,262,Quadratic
Time,0.02895343861093385,0.008042423182066393,3.6000889228878714,0.011365294309197105,262,Quadratic
I(Time^2),-1.664966664604884e-5,2.3460027692647792e-5,-0.7097036228677056,0.5045207917035819,262,Quadratic
(Intercept),3.9720677463217853,0.4340603466519148,9.15095741170547,2.6118626481870424e-4,262,Cubic
Time,-0.0014503138840609039,0.012542342118475375,-0.1156334176154016,0.9124435819308123,262,Cubic
I(Time^2),2.1654370143687116e-4,8.75908794642165e-5,2.4722174587290877,0.05637661422542342,262,Cubic
I(Time^3),-4.5309431486401873e-7,1.6719545923043532e-7,-2.70996782418323,0.04227780831768297,262,Cubic
(Intercept),3.012444447494476,0.2665731145878014,11.300631168873052,4.886022851973592e-9,263,Quadratic
Time,0.10691235301015775,0.0034727488779784754,30.78608812981392,1.1414378914323356e-15,263,Quadratic
I(Time^2),-1.7367379471373807e-4,9.034080447603906e-6,-19.224291362138718,1.7594067463144285e-12,263,Quadratic
(Intercept),2.702585566149423,0.36111828256626327,7.483934479704757,1.93816491322312e-6,263,Cubic
Time,0.11767028721184328,0.009277037454715876,12.684037095487518,2.01900062737679e-9,263,Cubic
I(Time^2),-2.4253759226315296e-4,5.592657440830862e-5,-4.336714608916237,5.868586794508173e-4,263,Cubic
I(Time^3),1.1624576084473677e-7,9.320905516205708e-8,1.2471509408890276,0.23146421883393628,263,Cubic
(Intercept),3.4201637385527563,0.3977630316759919,8.598495752965647,6.2254292451205834e-6,264,Quadratic
Time,0.25218640406360565,0.014499046604825845,17.39330943178486,8.366302219130547e-9,264,Quadratic
I(Time^2),-9.493277476149066e-4,1.0165730376709994e-4,-9.33850999815858,2.965500929783763e-6,264,Quadratic
(Intercept),3.541332579527479,0.47429274936844823,7.466554325873618,3.824850867859959e-5,264,Cubic
Time,0.23602379465100118,0.03453519886885483,6.834296670689119,7.606196754883894e-5,264,Cubic
I(Time^2),-6.471874067591564e-4,5.905026649810202e-4,-1.0959940490361006,0.3015409236919187,264,Cubic
I(Time^3),-1.4111781867102132e-6,2.7135609085268496e-6,-0.5200466229727344,0.6155796395162623,264,Cubic
(Intercept),4.282749467293813,0.30309544245478,14.130035848139729,2.133978577005781e-8,265,Quadratic
Time,0.4270473952836752,0.014632865495927726,29.184126335509674,8.997815255527182e-12,265,Quadratic
I(Time^2),-0.002627470556283992,1.4258783778802164e-4,-18.42703134463771,1.2844901938359554e-9,265,Quadratic
(Intercept),3.9312071536007913,0.3000633145984061,13.101258842195278,1.2741368271957518e-7,265,Cubic
Time,0.4892346359127018,0.02991754164884674,16.35276860829776,1.520875348605707e-8,265,Cubic
I(Time^2),-0.004255685041486736,7.22642102036128e-4,-5.88906324374936,1.5330003932596372e-4,265,Cubic
I(Time^3),1.0664187894181283e-5,4.6659832110899685e-6,2.2855178451639007,0.04535814571039278,265,Cubic
(Intercept),3.9675658010923147,0.6337356165532176,6.260600946923645,1.477531536252588e-4,266,Quadratic
Time,0.6852519514566376,0.04912241215307146,13.94988400246528,2.1153628857605253e-7,266,Quadratic
I(Time^2),-0.006765028585369851,7.841120615957375e-4,-8.62762979516272,1.2047443891568185e-5,266,Quadratic
(Intercept),3.09114961121518,1.0143628282926742,3.0473806068170415,0.015884121252155183,266,Cubic
Time,0.835381463782546,0.14502158777416968,5.760393860005295,4.239178937892518e-4,266,Cubic
I(Time^2),-0.012583472096236755,0.00535237063617649,-2.35100910448643,0.04660778135534314,266,Cubic
I(Time^3),6.203637142220152e-5,5.646531326791059e-5,1.0986633710479559,0.303876614500603,266,Cubic
(Intercept),3.846660641025722,0.24467962274463598,15.721213715620095,2.676157280439978e-7,267,Quadratic
Time,1.3612021960065976,0.04109869057782482,33.120330036525466,7.535278270053755e-10,267,Quadratic
I(Time^2),-0.025803000234890985,0.001244469036008183,-20.734144031142705,3.068301338825985e-8,267,Quadratic
(Intercept),3.6055401357049583,0.26829240526962844,13.438845322816587,2.9637539481418307e-6,267,Cubic
Time,1.4823448150019511,0.08370584092040173,17.708977040342443,4.514267454910487e-7,267,Cubic
I(Time^2),-0.03539003003018416,0.006030953364510624,-5.868065609400686,6.191528091007081e-4,267,Cubic
I(Time^3),1.9208961175196695e-4,1.1867990254430598e-4,1.6185521527560693,0.1495762143389957,267,Cubic
(Intercept),0.07424756850903581,0.1483418735019502,0.5005165888514932,0.6429970600032846,268,Quadratic
Time,0.004968143397501147,0.001350352442654645,3.6791457108296273,0.021219876389807237,268,Quadratic
I(Time^2),-4.990207335331586e-6,2.534554891712335e-6,-1.9688693078413553,0.12032526458463425,268,Quadratic
(Intercept),0.11118151923236677,0.1799123536700168,0.617976014233511,0.5803347444590754,268,Cubic
Time,0.003479461259771704,0.003302201901530003,1.0536791400185348,0.36939627301111455,268,Cubic
I(Time^2),3.009979431802318e-6,1.6065993263890454e-5,0.18735097060992031,0.8633403897494638,268,Cubic
I(Time^3),-1.0571686703938044e-8,2.0902990901760105e-8,-0.5057499548089968,0.6478527976792442,268,Cubic
(Intercept),0.038062406731675644,0.11868720468719976,0.32069511479345353,0.7644967051305278,269,Quadratic
Time,0.005414433165613507,0.001084300932628029,4.993478288809087,0.007525091570576714,269,Quadratic
I(Time^2),-5.141103532761889e-6,2.038541395236441e-6,-2.5219519921328826,0.06522100914530367,269,Quadratic
(Intercept),0.08919597465204354,0.1319808669468177,0.6758250397611456,0.5475853657389649,269,Cubic
Time,0.0033734473997768604,0.002426187476753339,1.3904314617480098,0.2585944757474454,269,Cubic
I(Time^2),5.7948032598972875e-6,1.177137998207151e-5,0.4922790079602482,0.6562955565508564,269,Cubic
I(Time^3),-1.4430935320356992e-8,1.529206319101329e-8,-0.9436879209888199,0.4149485669667101,269,Cubic
(Intercept),0.04891271967665195,0.11420237261439159,0.42829862950227404,0.6973224168579595,270,Quadratic
Time,0.006556400444413442,0.0012204455224448596,5.372136915443241,0.012628274577798557,270,Quadratic
I(Time^2),-6.116953332299864e-6,2.6963162071144434e-6,-2.2686335216024736,0.10806119353680826,270,Quadratic
(Intercept),0.1229864890565168,0.04764933063037904,2.581074853087364,0.12301366045592318,270,Cubic
Time,0.0026904992328065803,0.0010287651940469095,2.6152704702448353,0.12037142340792312,270,Cubic
I(Time^2),1.8215773714696025e-5,5.842649842959789e-6,3.1177246975780117,0.0893109454832183,270,Cubic
I(Time^3),-3.7349981165620634e-8,8.823284100857353e-9,-4.233115554104323,0.051530337635705865,270,Cubic
(Intercept),0.11647808303804433,0.048212465923439154,2.4159329087835952,0.0945127382850748,271,Quadratic
Time,0.0072397585777602864,5.14161678225818e-4,14.080704347204597,7.758319347365638e-4,271,Quadratic
I(Time^2),-1.325548184343978e-5,1.1366323280577727e-6,-11.662066541860694,0.001354460526032407,271,Quadratic
(Intercept),0.12926455881164461,0.05824102695577625,2.219475953090562,0.15665185147434607,271,Cubic
Time,0.006565701761099637,0.001254491275792447,5.233756414090773,0.03462196490246309,271,Cubic
I(Time^2),-8.99861568667394e-6,7.144158764020793e-6,-1.2595766673037152,0.33489966217889,271,Cubic
I(Time^3),-6.54976272356006e-9,1.0814473549144053e-8,-0.6056478564394345,0.6063243542550667,271,Cubic
(Intercept),0.5484026232148265,0.11693659065043466,4.689743562425197,0.009379531413990725,272,Quadratic
Time,0.0026664137199666075,0.0010961429909007944,2.4325418691729146,0.07178369840334932,272,Quadratic
I(Time^2),-2.447842529154568e-6,2.1010789204652183e-6,-1.1650407346967098,0.3087432593453579,272,Quadratic
(Intercept),0.5267617844674705,0.1484380417897729,3.5486980164660413,0.03812610144444256,272,Cubic
Time,0.0034992620610438917,0.0028457992295490356,1.2296236588687277,0.3064782713408846,272,Cubic
I(Time^2),-6.859267555653537e-6,1.3765336051773339e-5,-0.4983000436643813,0.6525133092070077,272,Cubic
I(Time^3),5.794804638234166e-9,1.7808673607769872e-8,0.3253922647953922,0.7662575550069277,272,Cubic
(Intercept),0.4959038646036017,0.16667190739547305,2.9753296302474,0.04092763686466924,273,Quadratic
Time,0.0034627831073542545,0.0015673930972204938,2.209262700910776,0.0917013688048357,273,Quadratic
I(Time^2),-3.26291764500544e-6,3.0144820985672382e-6,-1.082414006225574,0.3399592361125001,273,Quadratic
(Intercept),0.5532864091741206,0.20241040091873322,2.7334880355099065,0.07172989115865414,273,Cubic
Time,0.001254158469438582,0.003891504647878954,0.32228111821019023,0.7683926902821581,273,Cubic
I(Time^2),8.464657685725205e-6,1.887170418882921e-5,0.4485370055098531,0.6841829188986442,273,Cubic
I(Time^3),-1.54490369450446e-8,2.448400307700636e-8,-0.6309849290761297,0.5728454873377488,273,Cubic
(Intercept),0.5448952138445372,0.06971312314219894,7.81625021637712,0.0014460804349728145,274,Quadratic
Time,0.004049084509913788,6.560773144888943e-4,6.171657547812269,0.003500353170156899,274,Quadratic
I(Time^2),-3.274323508956231e-6,1.2620336342094465e-6,-2.5944819695770693,0.06039800726578236,274,Quadratic
(Intercept),0.5725244937097409,0.0826519315857872,6.926934225554047,0.006168602113518804,274,Cubic
Time,0.0029801241142264337,0.0015910256456734698,1.8730836440822853,0.15777102276940122,274,Cubic
I(Time^2),2.4100757901958557e-6,7.725827580837201e-6,0.3119505017396066,0.7755021282630866,274,Cubic
I(Time^3),-7.49641368990955e-9,1.0034604496319471e-8,-0.7470562185743457,0.5092510553014643,274,Cubic
(Intercept),0.6014688845142644,0.0930881746171615,6.461281328030028,0.0029547636542093516,275,Quadratic
Time,0.004760626777417124,8.756503115264254e-4,5.436675708044281,0.005555245943011164,275,Quadratic
I(Time^2),-5.361774594194407e-6,1.6853340152841747e-6,-3.181431422833013,0.03348932500444969,275,Quadratic
(Intercept),0.5601920264179159,0.10782528663578332,5.195367838994534,0.013852602072364554,275,Cubic
Time,0.0063551593684163755,0.0020748286913135736,3.062980281226459,0.054864246545453216,275,Cubic
I(Time^2),-1.3832007285225517e-5,1.0065737496392765e-5,-1.374167296751228,0.2630565115076883,275,Cubic
I(Time^3),1.1162826957048926e-8,1.3064606108674693e-8,0.854432721828252,0.4556680620807247,275,Cubic
(Intercept),-0.04645626883669826,0.7048913554024154,-0.0659055732215312,0.9500070288123119,276,Quadratic
Time,0.3562397833412078,0.03543671067100886,10.052845667548123,1.6667996403473364e-4,276,Quadratic
I(Time^2),-0.002287345154959275,3.7407904448981004e-4,-6.114603821443366,0.0016959778388490815,276,Quadratic
(Intercept),-0.3149927405450639,0.8241116328159027,-0.3822209613384134,0.7217372449729138,276,Cubic
Time,0.4087293976886133,0.08026774726657293,5.0920751062217295,0.007021284515470793,276,Cubic
I(Time^2),-0.0038178461610190602,0.0021111675538659953,-1.8084050950990482,0.1448155930254793,276,Cubic
I(Time^3),1.120224119764037e-5,1.5183089260827423e-5,0.7378104024285957,0.501571875176757,276,Cubic
(Intercept),-4.53775772813689,1.7462656739375773,-2.5985494623535152,0.060139878525161276,277,Quadratic
Time,0.45957018466457494,0.08073296171710025,5.692472750782686,0.00470426620216095,277,Quadratic
I(Time^2),-0.0029117342477913404,7.397168538715944e-4,-3.9362821497869795,0.0170128686444765,277,Quadratic
(Intercept),-9.972971986715002,3.9011936865467307,-2.5563898611614193,0.08347632205749742,277,Cubic
Time,0.8903858222192234,0.2933541866164106,3.0351904381834856,0.056080156365648795,277,Cubic
I(Time^2),-0.012107098171574899,0.006113312101081106,-1.980448236796846,0.14199556276519146,277,Cubic
I(Time^3),5.641822770774025e-5,3.7299985674662784e-5,1.5125536025624844,0.22759209064583724,277,Cubic
(Intercept),-3.592632374286188,1.0662056836607834,-3.3695490742002034,0.07792051273067037,279,Quadratic
Time,0.1993579578121644,0.027934698747086272,7.136570886878042,0.019074567064114034,279,Quadratic
I(Time^2),-5.560811559615067e-4,1.3096014372472245e-4,-4.24618620708287,0.051237511068001125,279,Quadratic
(Intercept),-1.9502563438433682,0.5467707686679935,-3.566862852954727,0.17401430182618838,279,Cubic
Time,0.11265904420096044,0.023563438951559976,4.781095171742835,0.1312612944469964,279,Cubic
I(Time^2),4.917881734043918e-4,2.6426831280922927e-4,1.8609426464208942,0.3139099781395299,279,Cubic
I(Time^3),-3.3987211117545045e-6,8.448059817507925e-7,-4.023078890505638,0.15509866574914027,279,Cubic
(Intercept),-0.7952207241817832,1.0516251394138383,-0.7561826875164173,0.5284724208264749,280,Quadratic
Time,0.10966666276411055,0.025444614707199224,4.310014674070965,0.04984188271534647,280,Quadratic
I(Time^2),-1.9103320698567766e-4,9.601534926793874e-5,-1.989611124077503,0.18492453939914347,280,Quadratic
(Intercept),-0.022860275287011258,0.22439202291502092,-0.10187650608091639,0.9353663932679079,280,Cubic
Time,0.036491331891766496,0.010977256151885408,3.324267138058803,0.1860249141708554,280,Cubic
I(Time^2),5.153665125802525e-4,9.697223704387198e-5,5.3145779481924444,0.11840306307740933,280,Cubic
I(Time^3),-1.7046379760147397e-6,2.2987326315285515e-7,-7.415555652860915,0.08533445061258543,280,Cubic
(Intercept),0.13378116700123896,0.29830278175564856,0.44847441989603815,0.684223325513305,281,Quadratic
Time,0.06169410432199471,0.0035316442826300244,17.468946299441843,4.0885646385531595e-4,281,Quadratic
I(Time^2),-7.159042893667258e-5,8.761132860443118e-6,-8.171366657376739,0.003834011937880335,281,Quadratic
(Intercept),0.12306990335573187,1.1425798515213461,0.10771229966278871,0.9240558587954367,281,Cubic
Time,0.062010967087292874,0.032316389060736576,1.9188705449345609,0.19500606294850253,281,Cubic
I(Time^2),-7.342684420707062e-5,1.859181906758658e-4,-0.39494168881561853,0.731025739577488,281,Cubic
I(Time^3),2.8462210382361277e-9,2.8767037206576275e-7,0.009894036072597246,0.9930040312099235,281,Cubic
(Intercept),0.10508767524365378,0.12344478146215554,0.8512929748745232,0.395981913119151,282,Quadratic
Time,0.0631286408689373,0.0019568118089251492,32.26096683442084,7.703071304176559e-69,282,Quadratic
I(Time^2),-1.2564362646004637e-4,6.40177947712143e-6,-19.62635965657196,4.959427336411745e-43,282,Quadratic
(Intercept),-0.2673357182079704,0.157540088893665,-1.696937713348723,0.09182478563812095,282,Cubic
Time,0.07759086396165688,0.004439111702907716,17.478916764097903,1.0242980775162745e-37,282,Cubic
I(Time^2),-2.4103598776987185e-4,3.266293490756858e-5,-7.379495702145846,1.0826551273769167e-11,282,Cubic
I(Time^3),2.440238953451368e-7,6.783459105840461e-8,3.597337162909049,4.384485904145645e-4,282,Cubic
(Intercept),-0.6398649951800088,0.1635393079002902,-3.9126067206431747,1.8334513424639876e-4,283,Quadratic
