term,estimate,std.error,statistic,p.value,ID,Model
t_lag,55.4278529919059,12.683594092920256,4.370043111269596,4.171697346499429e-4,40,Gompertz
r_max,0.11729096862431082,0.09215700517672752,1.272729820151864,0.22024562199236147,40,Baranyi
K,-2.0947570703308434,0.05456106230946546,-38.39289379025593,5.844937190938198e-18,40,Baranyi
N_0,-3.294586505033978,0.2838334978302641,-11.607461875427335,1.6707987183337472e-9,40,Baranyi
t_lag,28.931697552441204,14.39705537053655,2.0095565938886137,0.06062592540564272,40,Baranyi
N0,-3.28671462813707,0.22765900978043693,-14.437006606094366,5.6724990552237484e-11,40,ThreePhase
Nmax,-2.09343539449253,0.05365974265214851,-39.01314637424393,4.46391317373634e-18,40,ThreePhase
tLAG,12.676508227083131,14.909294407176393,0.8502419954214239,0.40700658447022264,40,ThreePhase
tMAX,57.41544605774269,12.725778908346367,4.511743168827649,3.0792167180194394e-4,40,ThreePhase
r_max,0.4284431179601322,0.5943622605387073,0.7208450912946721,0.4802629972475295,41,Gompertz
K,-56.57140864958246,108.5389013066042,-0.5212085986551284,0.6085749559978748,41,Gompertz
N_0,-1.5649487052594864,0.02775285006850872,-56.38875652037052,1.0551179554560034e-21,41,Gompertz
t_lag,7.640137055581644,78.34133077161468,0.09752370786060079,0.9233882424616635,41,Gompertz
r_max,0.05175556683429529,0.007048127899443418,7.343165103230088,8.119320979987558e-7,41,Baranyi
K,-1.5608988350185629,0.025458816327553327,-61.31073868227126,2.356846003939816e-22,41,Baranyi
N_0,-7.697485176663334,2.8997564274193737,-2.6545281886015784,0.016133712815010685,41,Baranyi
t_lag,-59.182810744697655,69.20453239495501,-0.8551869176275522,0.4036875241330473,41,Baranyi
N0,-41.76350042752463,12518370.810152063,-3.336176972298628e-6,0.9999973748122716,41,ThreePhase
Nmax,-1.5875411219056028,0.03473191246788444,-45.708428045059556,4.5075406163298767e-20,41,ThreePhase
tLAG,-641.3005454401588,221000166.8142257,-2.901810232474804e-6,0.9999977166089582,41,ThreePhase
tMAX,67.96845946536679,3.1713092258926454,21.43230275699001,2.9090226991940955e-14,41,ThreePhase
r_max,4.498211812964881,107.44524944299876,0.04186515305501009,0.9669033100088835,42,Gompertz
K,-0.30044906480338274,0.0581585339599871,-5.166035736218709,1.7615337445377766e-5,42,Gompertz
N_0,-35.139730385420606,855.8286852869733,-0.041059304262088016,0.9675400031642762,42,Gompertz
t_lag,-22.15212932024681,183.4361119664743,-0.12076209576604766,0.9047419076625332,42,Gompertz
r_max,0.21865895151134754,0.12113776626466165,1.805043614834549,0.081833146865566,42,Baranyi
K,-0.3031502759714648,0.057704654632396,-5.253480467089965,1.3872706230532805e-5,42,Baranyi
N_0,-3.4728236089277282,0.39806601300755556,-8.724240441149673,1.788568247190129e-9,42,Baranyi
t_lag,-4.830450838916992,9.083898015046257,-0.5317596951128247,0.5990865259179138,42,Baranyi
N0,-2.970382073272041,1246836.9907257394,-2.3823339340799376e-6,0.9999981160650973,42,ThreePhase
Nmax,-0.3072747285399964,0.05871162808119705,-5.233626431122662,1.4645551999457929e-5,42,ThreePhase
tLAG,0.7421638558086271,5041070.7477035085,1.4722345568086393e-7,0.9999998835766042,42,ThreePhase
tMAX,11.509339669830185,1.0869061619741842,10.589083098880756,2.680251891709574e-11,42,ThreePhase
r_max,1.938795259189904,70.24625277588189,0.027599981245626865,0.9783026119867124,43,Gompertz
K,-1.5726952740135807,0.07120713368147416,-22.086203905476765,5.878633883161188e-14,43,Gompertz
N_0,-133.00610057393774,4802.533109640182,-0.02769498877726694,0.9782279431582752,43,Gompertz
t_lag,-249.03753128987537,2207.9944674658177,-0.11278901961004609,0.9115190059324552,43,Gompertz
r_max,0.023411739852753723,0.006149547829033638,3.8070668777012715,0.0014090616955695445,43,Baranyi
K,-1.5798919456416325,0.07304548861982452,-21.62887777867298,8.293283772530248e-14,43,Baranyi
N_0,-7.784146297323205,4.577925489800573,-1.7003654416538578,0.10728228700668906,43,Baranyi
t_lag,-154.06488359038786,247.97103496134054,-0.6213019339714699,0.5426430914778699,43,Baranyi
N0,-5.896095905931257,1547828.1782768827,-3.8092702980088372e-6,0.9999970049861407,43,ThreePhase
Nmax,-1.6967487414169518,0.08018529511857407,-21.160347903039867,1.1883085786888626e-13,43,ThreePhase
tLAG,-8.791504563187804,42184121.35753931,-2.0840790990225405e-7,0.9999998361406438,43,ThreePhase
tMAX,105.65645909557882,8.336884077892536,12.673375101346917,4.3455014509804643e-10,43,ThreePhase
r_max,0.15491455502994136,0.44958470621018315,0.3445725641688488,0.7342004322669217,44,Gompertz
K,-16.06018374624337,75.18379753539597,-0.2136122977651183,0.8331249232270026,44,Gompertz
N_0,-1.0419329355233153,0.09583657739282472,-10.871975647174194,1.3466363564723412e-9,44,Gompertz
t_lag,38.654150791989714,154.89213255103448,0.24955528828589013,0.8056093873996197,44,Gompertz
r_max,0.050527527959491995,0.036930136923287255,1.3681922724643503,0.1872156330511981,44,Baranyi
K,-1.0408803472993629,0.09635056964442527,-10.803053382462144,1.4954215236802824e-9,44,Baranyi
N_0,-3.8485857354426853,0.5874601727400699,-6.551228345390398,2.84146196164755e-6,44,Baranyi
t_lag,-6.998948373640636,49.24555859017197,-0.14212344369746738,0.8884787387217856,44,Baranyi
N0,-53.638040316735555,34490245.31803771,-1.5551655206315372e-6,0.9999987753699585,44,ThreePhase
Nmax,-1.059528815028807,0.09148945968210333,-11.580883947837613,4.711669631866156e-10,44,ThreePhase
tLAG,-1240.4893959523586,856237317.0075394,-1.4487681993208848e-6,0.9999988591535521,44,ThreePhase
tMAX,64.79819217309894,18.427704868438834,3.516346318530363,0.002308098854916857,44,ThreePhase
r_max,10.182603777103777,1023.4037737699855,0.009949742260176931,0.9923050316521345,45,Gompertz
K,-1.2690319042959624,0.10316685907549066,-12.300770961412804,1.774894645812635e-6,45,Gompertz
N_0,-208.1568276394373,20898.476884879634,-0.009960382700905917,0.9922968028148409,45,Gompertz
t_lag,-86.20151083488359,1796.8739388508777,-0.04797304305610358,0.9629137450166013,45,Gompertz
r_max,0.02431663845419695,0.011148144248494469,2.1812274681932697,0.060746113189098436,45,Baranyi
K,-1.1331502229246482,0.0919494129071865,-12.323626514814697,1.7499040655694255e-6,45,Baranyi
N_0,-18.3081840199918,128736.771063222,-1.4221409989381153e-4,0.9998900118940255,45,Baranyi
t_lag,-680.9139460156646,5294391.513662961,-1.2861042562841552e-4,0.9999005329489565,45,Baranyi
N0,-61.13498818930776,25919114.4600871,-2.3586835222881425e-6,0.9999981757987824,45,ThreePhase
Nmax,-1.3521283812595812,0.14893784836654694,-9.078473981522107,1.7384619818389706e-5,45,ThreePhase
tLAG,-524.3805172593627,240361908.38438734,-2.181629030922704e-6,0.9999983127323793,45,ThreePhase
tMAX,30.018199770888323,3.592621008944673,8.355515289854113,3.189066458036134e-5,45,ThreePhase
r_max,3.091706470887993,67.51905854140091,0.045790130041464365,0.9641734580023107,46,Gompertz
K,-0.06618284185083263,0.040995869490264125,-1.6143782940510634,0.13044449674220832,46,Gompertz
N_0,-136.78766902983415,3008.0535824442895,-0.04547381397331459,0.9644207617922619,46,Gompertz
t_lag,-172.48246868827673,862.4637857005329,-0.19998807085932135,0.8445843802463945,46,Gompertz
r_max,0.025589086252829338,0.0012153245678914626,21.055351738034336,1.9832926059460227e-11,46,Baranyi
K,-0.02478975178168523,0.014614400548382384,-1.6962551217627,0.11363687868826206,46,Baranyi
N_0,-4.634291432310839,0.12573916042437203,-36.856389184324264,1.539907633999405e-14,46,Baranyi
t_lag,-116.54064730405726,12.337702244723491,-9.445895596475317,3.471671156681595e-7,46,Baranyi
N0,-3.452173456910644,84799.36788292872,-4.070989611239324e-5,0.9999681362843691,46,ThreePhase
Nmax,-0.20795432803003489,0.06960426517956786,-2.9876664525305454,0.010484623535366517,46,ThreePhase
tLAG,0.16751513722788747,1567255.2874801243,1.0688439756181832e-7,0.9999999163413721,46,ThreePhase
tMAX,60.12691145994574,7.314808875238041,8.219888241165982,1.6597297693872468e-6,46,ThreePhase
r_max,6.394332544006959,435.14633809973935,0.014694671617669276,0.9885389071402477,47,Gompertz
K,-0.6462501676721891,0.11050586820835724,-5.848107237650888,1.1119622055342033e-4,47,Gompertz
N_0,-171.17778709765565,11679.624995338007,-0.014656103014093544,0.9885689863272603,47,Gompertz
t_lag,-106.45230434802349,1611.0080920480245,-0.06607806929926341,0.9485013414747774,47,Gompertz
r_max,0.04602799905738776,0.015887486300624837,2.8971228164380878,0.014519655969798213,47,Baranyi
K,-0.6202362139614753,0.09956585218962184,-6.229406973590139,6.443849646760036e-5,47,Baranyi
N_0,-7.07747932625261,4.88835907728187,-1.4478231272216568,0.17556133831859197,47,Baranyi
t_lag,-98.37536143269996,141.86038241967012,-0.6934660668097804,0.5023975073085258,47,Baranyi
N0,-4.049581666412143,67161.63245212087,-6.0296057712698776e-5,0.9999529703102334,47,ThreePhase
Nmax,-0.6762965455747918,0.14911630189858352,-4.535362914476999,8.503115953926008e-4,47,ThreePhase
tLAG,0.10057415490902288,982752.3064353747,1.023392713000329e-7,0.999999920177465,47,ThreePhase
tMAX,49.460658306772075,5.376631757972798,9.199190224145216,1.691153570099306e-6,47,ThreePhase
r_max,9.953902349133665,899.8213252785152,0.011062087627288346,0.9913719902322072,48,Gompertz
K,-0.877856523723989,0.14810783752933468,-5.927144291402662,9.914296170667737e-5,48,Gompertz
N_0,-198.23467636819453,17951.562861421764,-0.011042753096122035,0.9913870697656463,48,Gompertz
t_lag,-79.9814635738949,1588.8954390236847,-0.0503377765518922,0.9607556452587568,48,Gompertz
r_max,0.06343992110560762,0.02730793733539585,2.3231311953897893,0.04035459620213256,48,Baranyi
K,-0.844940707517801,0.14114423902997253,-5.986363406149184,9.102775293589853e-5,48,Baranyi
N_0,-8.572091384555714,15.412442135982507,-0.5561799557088337,0.5892224004494135,48,Baranyi
t_lag,-87.30065717156509,276.43086812940106,-0.3158137069218278,0.7580551429858915,48,Baranyi
N0,-4.884891430580746,926849.6174365951,-5.270425038412358e-6,0.9999958891764393,48,ThreePhase
Nmax,-0.955858417978199,0.16542000444309196,-5.77837258073001,1.2313083421301125e-4,48,ThreePhase
tLAG,-0.8894862755141967,8258708.060395477,-1.0770283548097747e-7,0.9999999159939947,48,ThreePhase
tMAX,34.1202245678618,4.463590670931071,7.644120414102528,1.004142846916592e-5,48,ThreePhase
r_max,6.2244901315464,151.49963980480683,0.041085841125207134,0.9680362013186642,49,Gompertz
K,-1.4075105811057456,0.06593817873040712,-21.34591231068804,1.1343180680570675e-9,49,Gompertz
N_0,-111.07776541832881,2699.584371595633,-0.04114624702493536,0.9679892361190543,49,Gompertz
t_lag,-63.30751960223115,391.57233513417634,-0.1616751591517265,0.874781558221554,49,Gompertz
r_max,0.08621744468693913,0.021775009009945997,3.9594676928748127,0.0026887603174669985,49,Baranyi
K,-1.4019217748058888,0.07627927485180819,-18.378803122204253,4.896033254638063e-9,49,Baranyi
N_0,-6.148922648316973,0.5177588951336035,-11.876034783970816,3.220900805068498e-7,49,Baranyi
t_lag,-27.08826730537185,16.540537083207727,-1.637689705546042,0.13252701413926166,49,Baranyi
N0,-5.093294153066138,419937.8031006042,-1.2128686951876872e-5,0.9999905612524413,49,ThreePhase
Nmax,-1.4560875946903404,0.11265739788965677,-12.924917688197606,1.448965539887022e-7,49,ThreePhase
tLAG,0.4145159712862337,3086701.9510321296,1.342908961934689e-7,0.9999998954925728,49,ThreePhase
tMAX,27.149343824912215,1.9628839998753291,13.831354184269973,7.603300925186436e-8,49,ThreePhase
r_max,10.900495465104175,294.65874706424296,0.03699362592730904,0.9711529073644629,50,Gompertz
K,-0.46079969027780315,0.06537961692144421,-7.048063478736337,2.131927797666164e-5,50,Gompertz
N_0,-103.8644150123206,2828.7800010486026,-0.03671703524976104,0.971368482657097,50,Gompertz
t_lag,-34.197855489317625,234.95391336798195,-0.14555133387268746,0.8869084687268451,50,Gompertz
r_max,0.13982467792512,0.040747755302704844,3.431469460989877,0.00560848651802435,50,Baranyi
K,-0.4478928729502131,0.07052603122430963,-6.35074546482957,5.43931698694485e-5,50,Baranyi
N_0,-4.751187776175813,0.3351824746289099,-14.17492898886193,2.0642618429800365e-8,50,Baranyi
t_lag,-15.888118753238652,9.429949408173599,-1.6848572633345524,0.12014260377006582,50,Baranyi
N0,-3.902786692988699,982364.5158847321,-3.972849822933385e-6,0.9999969012585255,50,ThreePhase
Nmax,-0.5082624298204028,0.09086827336163471,-5.593398124751815,1.6189945524730555e-4,50,ThreePhase
tLAG,0.5503348756012985,3651903.9367441973,1.50698070139255e-7,0.9999998824585925,50,ThreePhase
tMAX,13.169353526498563,1.196769737068927,11.004083006604374,2.819384508686165e-7,50,ThreePhase
r_max,0.6433977567945633,0.4476800189145393,1.4371822051709346,0.18450739778286612,51,Gompertz
K,-1.7113982247320967,0.0951632753208893,-17.983809604716573,2.3129222725591577e-8,51,Gompertz
N_0,-6.393662609117371,5.175520495993818,-1.2353661074410722,0.24796939106091426,51,Gompertz
t_lag,-6.000127417693342,13.723772721286657,-0.43720684825876416,0.6722642141992295,51,Gompertz
r_max,0.22560887910791466,0.1013031537107734,2.227066688881588,0.05294974951187783,51,Baranyi
K,-1.7194263449557101,0.09434908635872291,-18.22409109949736,2.0584693295329906e-8,51,Baranyi
N_0,-4.752590109729104,0.31969077394729584,-14.866209778429873,1.219359407950257e-7,51,Baranyi
t_lag,-2.125269150268278,6.08306220101287,-0.3493748839054131,0.7348432811890575,51,Baranyi
N0,-4.455785341315672,773278.0909119193,-5.76220300779634e-6,0.999995528128162,51,ThreePhase
Nmax,-1.7316861704087383,0.09651781934475714,-17.941621372766786,2.3611009783759816e-8,51,ThreePhase
tLAG,0.5313984677485232,3676327.3284450364,1.44546015703473e-7,0.9999998878222,51,ThreePhase
tMAX,13.482339594848646,1.2488420170556818,10.795872825159368,1.8850723767453252e-6,51,ThreePhase
r_max,7.836084436277167,208.8537350467089,0.03751948431530168,0.9709901611237721,52,Gompertz
K,-1.2212495220066513,0.04370097314725894,-27.945591003006115,2.9025245175376073e-9,52,Gompertz
N_0,-95.30704266412948,2533.589228722037,-0.03761740126760924,0.9709144924369715,52,Gompertz
t_lag,-44.024197182626764,290.52385992965975,-0.15153384370318393,0.8833062265971351,52,Gompertz
r_max,0.11370004316795991,0.02261992478983889,5.026543820297545,0.0010185387822044098,52,Baranyi
K,-1.2202425194587778,0.0363081470740793,-33.60795352539264,6.708820374150836e-10,52,Baranyi
N_0,-4.999743920649138,0.32776894033256365,-15.253867299251283,3.38307836914751e-7,52,Baranyi
t_lag,-17.626703983313856,8.732056535141753,-2.0186200023300365,0.0782258178672092,52,Baranyi
N0,-4.078626544700463,862193.8810712817,-4.730521329648898e-6,0.9999963414240665,52,ThreePhase
Nmax,-1.2737204243466267,0.06322679260365385,-20.145263928397007,3.848657952741524e-8,52,ThreePhase
tLAG,0.7559052912671465,4921230.277205177,1.536008779691638e-7,0.9999998812053817,52,ThreePhase
tMAX,16.765746783292034,1.9420530431760485,8.6330014734681,2.5140462740180355e-5,52,ThreePhase
r_max,0.7058492037377748,2.4999038638360958,0.2823505391341934,0.7840604294951106,53,Gompertz
K,-11.078645614739948,57.926861519967304,-0.191252302024358,0.8525729281444505,53,Gompertz
N_0,-1.9737731440783857,0.13906052299161,-14.19362664267752,1.8212004273444163e-7,53,Gompertz
t_lag,6.3737241373627,25.861531490736517,0.2464557885771668,0.8108586709767227,53,Gompertz
r_max,0.3327156651196289,0.3294141115690589,1.0100225018741429,0.33886647028885686,53,Baranyi
K,-1.9732165425956387,0.13970789098379713,-14.123873237943918,1.9004709248619307e-7,53,Baranyi
N_0,-3.968303665104902,0.7933249520015707,-5.002116289287022,7.368367392558387e-4,53,Baranyi
t_lag,0.21168261892442072,9.48243217119345,0.022323662864416626,0.9826768777041965,53,Baranyi
N0,-3.7648694346489835,140400.76117121486,-2.6815163986595692e-5,0.999979189560575,53,ThreePhase
Nmax,-1.975684276318244,0.14092443972594007,-14.019458088039348,2.0263638936342753e-7,53,ThreePhase
tLAG,0.05540551082277963,805328.4551786558,6.879865037239787e-8,0.999999946607444,53,ThreePhase
tMAX,10.318042104098854,1.727946761226508,5.971273152406061,2.097719372731516e-4,53,ThreePhase
r_max,12.923132465347482,381.48595303498297,0.03387577540545093,0.973642848693576,54,Gompertz
K,-401.02202859281675,14274.945788478117,-0.028092718146537396,0.9781409383704702,54,Gompertz
N_0,-1.85836661395275,0.18934597956112972,-9.8146610678511,1.8863703938306064e-6,54,Gompertz
t_lag,-15.505200686377224,285.7153582558622,-0.05426799868592326,0.9577905223986694,54,Gompertz
r_max,0.270519612510896,0.2915246478844157,0.9279476520220418,0.37528950548797957,54,Baranyi
K,-1.853896746366485,0.18952256950792387,-9.781931255891791,1.94481367800359e-6,54,Baranyi
N_0,-5.28117950723674,2.708570238222142,-1.9498034175784245,0.07977431787550474,54,Baranyi
t_lag,-6.253465534249441,23.980585894272597,-0.260772007899231,0.7995597302572848,54,Baranyi
N0,-4.018856227526814,2103834.4563512346,-1.9102530692918105e-6,0.9999985134090306,54,ThreePhase
Nmax,-1.8550616648268197,0.19763606886583673,-9.386250573958288,2.831613880772006e-6,54,ThreePhase
tLAG,0.9234006330847243,9191798.803032324,1.0045918681119298e-7,0.9999999218209763,54,ThreePhase
tMAX,10.377169953265641,1.9432227892945988,5.340185392243478,3.2815973437400737e-4,54,ThreePhase
r_max,2.646656670957859,27.464811961349067,0.09636536651634355,0.9251342998462291,55,Gompertz
K,-93.88955553474312,1250.5603172242081,-0.07507799043483485,0.9416333608114693,55,Gompertz
N_0,-1.6157455282872557,0.082778523478091115,-19.518897660875687,2.7224967957871905e-9,55,Gompertz
t_lag,-8.325380528419354,136.3171387728962,-0.06107361556560694,0.9525039661276085,55,Gompertz
r_max,0.21296632470276394,0.1341350684334799,1.5877005707003309,0.14343779198451334,55,Baranyi
K,-1.6139664196502082,0.08146691743011301,-19.811310781885922,2.3544036210902725e-9,55,Baranyi
N_0,-4.194107479103722,0.6774019316479902,-6.191460760822242,1.025927582560451e-4,55,Baranyi
t_lag,-3.0259075477190644,10.963777369637208,-0.2759913345284566,0.7881743218359246,55,Baranyi
N0,-32.7369862990366,15072220.84429911,-2.172008135842767e-6,0.9999983097068486,55,ThreePhase
Nmax,-1.6173077853107256,0.08278931744080523,-19.535223085600492,2.7003594608634844e-9,55,ThreePhase
tLAG,-169.09495745778204,88148773.32681455,-1.91829053401409e-6,0.9999985071541406,55,ThreePhase
tMAX,12.90620719242541,1.3614641792815185,9.479652413063386,2.5883270127569743e-6,55,ThreePhase
r_max,3.531490950942023,23.561298138594886,0.14988524529373104,0.8833448956700096,56,Gompertz
K,-0.6599572713635983,0.0345767426137137,-19.086739278379813,2.4054140772744876e-10,56,Gompertz
N_0,-52.72325680800785,355.67367070766005,-0.14823491630152977,0.8846191353284926,56,Gompertz
t_lag,-46.01428127833028,95.4948896196355,-0.4818507195684417,0.638580518888478,56,Gompertz
r_max,0.12118686661601988,0.015890538258309824,7.626353786514828,6.114153934232808e-6,56,Baranyi
K,-0.6745203683611152,0.03676470260046996,-18.346955657204006,3.809439234303737e-10,56,Baranyi
N_0,-4.142111800053731,0.08206537598051059,-50.473317773349706,2.4004148909229903e-15,56,Baranyi
t_lag,-8.911890392971767,3.28683395500904,-2.711390509821862,0.018906679727812212,56,Baranyi
N0,-4.195109690013686,626903.6592981113,-6.691793272846069e-6,0.9999947706806784,56,ThreePhase
Nmax,-0.7635172129278021,0.06600614054540362,-11.567366408926784,7.272581206860032e-8,56,ThreePhase
tLAG,-1.2651996092032598,3420168.6902025696,-3.699231598802586e-7,0.9999997109225811,56,ThreePhase
tMAX,17.456378311070996,1.2868598301186152,13.565096914604887,1.220170295480452e-8,56,ThreePhase
r_max,1.387987957908523,0.05295478149362068,26.21081456215111,5.81742591678776e-12,57,Gompertz
K,-4.127711265296149,0.4189075893733395,-9.85351273170046,4.1994204231981797e-7,57,Gompertz
N_0,-0.11562104186916924,0.020015886433588353,-5.77646372309284,8.791034894681226e-5,57,Gompertz
t_lag,5.932650628701141,0.10908292396334035,54.386611700057976,9.83328978698343e-16,57,Gompertz
r_max,0.9734580667366586,0.060170995980051725,16.178194342327085,1.6321088803722847e-9,57,Baranyi
K,-0.10095326631693077,0.01769284532714252,-5.705880792506494,9.821666675881337e-5,57,Baranyi
N_0,-3.0924029488378895,0.09272294557651106,-33.350999902027155,3.3506364820533364e-13,57,Baranyi
t_lag,1.893844222482401,0.24470175984930043,7.739397639186269,5.268725084001465e-6,57,Baranyi
N0,-2.885066707204155,0.07842121199604642,-36.78936647076565,1.0432118639807304e-13,57,ThreePhase
Nmax,-0.1322488199244607,0.024798964617096703,-5.332836348872677,1.7852421834724938e-4,57,ThreePhase
tLAG,1.1696000957533812,0.20137662459884006,5.808023141133323,8.367799739253078e-5,57,ThreePhase
tMAX,6.105621398657062,0.13152616875817305,46.42134303997704,6.5215394287505516e-15,57,ThreePhase
r_max,1.1321164217105666,0.11652780221905917,9.715418982864836,4.887959416941363e-7,58,Gompertz
K,-0.44833150402249117,0.07932019259709865,-5.652173669065071,1.0691112455910265e-4,58,Gompertz
N_0,-3.9813516437917174,0.19500907016020375,-20.416238283280666,1.0964943046679477e-10,58,Gompertz
t_lag,2.1507094242505516,0.6190153629400882,3.4744039534584368,0.004593509494858461,58,Gompertz
r_max,0.5958061949792031,0.08288592109409276,7.188267767487787,1.1043938310607897e-5,58,Baranyi
K,-0.45513317961448235,0.08140831559039043,-5.590745568358217,1.1786163303302711e-4,58,Baranyi
N_0,-4.093849250501724,0.20600082848011142,-19.872974689987565,1.502484148776467e-10,58,Baranyi
t_lag,2.6433283626876776,0.8429069913587167,3.135966826454704,0.008596063371397105,58,Baranyi
N0,-3.9836789931550003,0.2167668868443232,-18.377710042106123,3.7360362363960563e-10,58,ThreePhase
Nmax,-0.4477732047766384,0.088494711360048,-5.0598866067242865,2.7986797186900427e-4,58,ThreePhase
tLAG,1.3758711652944104,0.696352457074693,1.9758258211284379,0.07162458193321561,58,ThreePhase
tMAX,10.625846895076602,0.4673262156893017,22.737536518047847,3.1042193505423674e-11,58,ThreePhase
r_max,0.7362575921498272,0.08411141403395832,8.753361248362532,8.23787924991998e-7,59,Gompertz
K,-0.5400329410650726,0.04592626188106157,-11.758695764607044,2.6653061231467933e-8,59,Gompertz
N_0,-5.929566133178056,0.027387395199415316,-216.50712271113113,1.6420542358428049e-24,59,Gompertz
t_lag,22.22947120345098,0.4798725536451473,46.3236978956064,8.051949295411706e-16,59,Gompertz
r_max,0.28086922723798335,0.02105660180366917,13.338772792343024,5.819683221601468e-9,59,Baranyi
K,-0.5402312476966465,0.045284584406177525,-11.929694282961126,2.2422921551397014e-8,59,Baranyi
N_0,-5.936028381741528,0.027893385562354156,-212.81132648712924,2.0538501371302085e-24,59,Baranyi
t_lag,23.900371361760968,0.6884959734273501,34.71388691321508,3.3299851519167104e-14,59,Baranyi
N0,-5.929589143389925,0.027238210002729524,-217.6937890851023,1.529450367708873e-24,59,ThreePhase
Nmax,-0.540037696692225,0.04516946114144375,-11.955814460596503,2.184275853462735e-8,59,ThreePhase
tLAG,20.267509173452257,0.5817307952512943,34.840014210863906,3.1781143693099446e-14,59,ThreePhase
tMAX,49.08864382145754,0.5637037132720105,87.0823495848966,2.2576255677388606e-19,59,ThreePhase
r_max,1.132164365102521,0.128126970496241,8.836268903554046,1.3397480397770025e-6,60,Gompertz
K,-0.673042513368456,0.08380158274062824,-8.031381882745219,3.6120936360521877e-6,60,Gompertz
N_0,-4.2359836069715815,0.1576839736704024,-26.86375481522181,4.3500306696214024e-12,60,Gompertz
t_lag,2.999870545341075,0.5982573280846817,5.014348181818597,3.0197272873025145e-4,60,Gompertz
r_max,0.6364321032689066,0.09373917177738209,6.78939328352876,1.931937912481639e-5,60,Baranyi
K,-0.6795089484430189,0.08652174265623927,-7.853620692116492,4.54006209303155e-6,60,Baranyi
N_0,-4.333588631281288,0.178497440601592,-24.27815556724928,1.4356244240192337e-11,60,Baranyi
t_lag,3.7749974515590097,0.7551753500517926,4.998835636385784,3.0991488522353955e-4,60,Baranyi
N0,-4.228990451996126,0.14802039227560457,-28.570323230342577,2.0994368385351862e-12,60,ThreePhase
Nmax,-0.6734480207850754,0.08545961325537235,-7.880307377154431,4.385846508868171e-6,60,ThreePhase
tLAG,2.4534480931320686,0.5184609148379747,4.7321756045946115,4.8672683759805357e-4,60,ThreePhase
tMAX,11.19184271521886,0.48241183539598104,23.199768111062596,2.4503966765592535e-11,60,ThreePhase
r_max,0.87630190225099025,0.027280846032797266,32.12150756605908,3.1688980555837014e-12,61,Gompertz
K,-5.839670906891692,0.7672031945429788,-7.611635285708593,1.0450789001385702e-5,61,Gompertz
N_0,-0.31406795306715707,0.02998481277856855,-10.474234252735942,4.644284270626714e-7,61,Gompertz
t_lag,10.510752476852096,0.2018950589772452,52.06047404080712,1.6163169121214888e-14,61,Gompertz
r_max,0.49660138959763017,0.0359517074414475,13.813012647769694,2.7055239776616613e-8,61,Baranyi
K,-0.3123334958797309,0.03101966276168898,-10.068887540114726,6.90253688496781e-7,61,Baranyi
N_0,-4.020712910201923,0.14248432766279626,-28.218632716696757,1.2968776693482681e-11,61,Baranyi
t_lag,1.7537912275966723,0.6624926989698742,2.6472612155932955,0.02269709131581169,61,Baranyi
N0,-4.525803843942675,513093.4320742685,-8.820623225766764e-6,0.9999931200945823,61,ThreePhase
Nmax,-0.3144434837981011,0.03176848447752679,-9.89796929156442,8.190017827624352e-7,61,ThreePhase
tLAG,-0.9618957832680805,1451034.2554222944,-6.629035666619325e-7,0.9999994829487981,61,ThreePhase
tMAX,10.947881382776915,0.22167280502269177,49.38757093661635,2.879591270277491e-14,61,ThreePhase
r_max,14.634190462006847,1465.3509461274962,0.009986816128027782,0.9922282343376734,62,Gompertz
K,-2.2257272232420333,0.08853423878423332,-25.13973411649645,2.2711312085733806e-10,62,Gompertz
N_0,-88.50381511746006,8700.996922587972,-0.01017168675094026,0.9920843729577202,62,Gompertz
t_lag,-22.575461728818063,526.3703589702149,-0.0428889304728033,0.9666343669450064,62,Gompertz
r_max,0.16086048091282604,0.1384265500558586,1.162063786520106,0.2721933975010838,62,Baranyi
K,-2.217347957198678,0.08843070349035732,-25.074412728611417,2.3301267782792587e-10,62,Baranyi
N_0,-5.4382091995535,1.53039415864832,-3.5534696527832104,0.005237889509713397,62,Baranyi
t_lag,-15.551537668458943,30.365987347553812,-0.512136736752995,0.6196750213489071,62,Baranyi
N0,-4.000641646354839,1166768.0349197285,-3.4288234907207373e-6,0.9999973316320652,62,ThreePhase
Nmax,-2.21749653613382,0.10373137273442568,-21.377298667502277,1.1180964764305634e-9,62,ThreePhase
tLAG,1.0553690283189767,6600838.847291025,1.5988407727179987e-7,0.9999998755755302,62,ThreePhase
tMAX,11.143281819801409,1.334786536660612,8.3483624637688,8.090702741060009e-6,62,ThreePhase
r_max,0.8849484828292461,1.0615784144834572,0.8336157468497928,0.4260675498916253,63,Gompertz
K,-31.293318854238887,56.81975615959949,-0.5507471515073018,0.5952114568653506,63,Gompertz
N_0,-1.5457603481818987,0.055302023758083754,-27.951243790711143,4.665620437446268e-10,63,Gompertz
t_lag,6.586444742051352,20.105943958680054,0.32758694421844736,0.7507156131726574,63,Gompertz
r_max,0.16371428255904802,0.03419638066960217,4.787473976875478,9.908811452925556e-4,63,Baranyi
K,-1.5382548436680608,0.05122351117838936,-30.030249943448503,2.4614791231775105e-10,63,Baranyi
N_0,-5.181710298001063,0.22239356003169042,-23.299731778486233,2.352321185361123e-9,63,Baranyi
t_lag,-6.003004106405151,4.726832375551463,-1.2699845540227777,0.23594045268365518,63,Baranyi
